ChannelName,AdvertiserName,RevenueCode2,OrderNumber,LineNumber,SpotNumber,SpotLength,SpotRate,SpotState,PriorityCode,AirDate,AirTime1,InventoryCodeBooked,PathBooked,InventoryCodePlaced,PathPlaced,TimePeriod,AEFullName,ProductCode,ParentProductCode,DemoCode,BookedRating,BookedImpressions,UnitCode,CPP,TotalEquivSold,EffectiveUnitRate,UnitAirStatusCode,InventoryType
BSWN,Crestline Card Room,National,40012,4,22,15,0.0,Placed,P-09,04/27/2026,14:26:53,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Christopher Yates,TLEONGAM,TRAV_ENT,A25-54,0.0,0,General,,0.5,0.0,Late Add,NM
BSWN,Crestline Card Room,National,40012,4,48,15,0.0,Placed,P-09,04/28/2026,22:02:31,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Christopher Yates,TLEONGAM,TRAV_ENT,A25-54,0.0,0,General,,0.5,0.0,Late Add,NM
BSWN,Maple Diner,National,40013,10,36,30,0.0,Placed,P-09,04/27/2026,14:54:11,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Robert Vance,RESTNFST,REST,A35-64,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Skyway Airlines,National,40014,1,57,75,0.0,Placed,P-04,09/06/2026,18:00:19,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,9:00 AM-10:00 PM,Olivia Marsh,TLEAIR,TRAV_ENT,A50+,0.0,0,General,,2.5,0.0,Late Add,NM
BSWN,Northbridge Bank /Repped,National,40015,10,13,15,0.0,Placed,P-09,07/09/2026,14:20:42,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,FINCOMBK,FINANCE,HH,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Northbridge Bank /Repped,National,40016,5,40,30,0.0,Placed,P-09,06/29/2026,21:59:48,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,FINCOMBK,FINANCE,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Hillside Community Bank /Repped,National,40017,3,12,15,0.0,Placed,P-09,07/09/2026,14:12:43,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,NationalSpot NationalSpot,FINCOMBK,FINANCE,HH,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Skyway Telecom,National,40018,6,630,15,0.0,Placed,P-09,09/06/2026,18:01:34,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Priya Ramachandran,TELECOM,ALL Product Codes,A21-49,0.0,0,General,,0.5,0.0,Late Add,NM
BSWN,Skyway Telecom,National,40018,6,578,15,0.0,Placed,P-09,08/31/2026,15:41:48,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Priya Ramachandran,TELECOM,ALL Product Codes,A21-49,0.0,0,General,,0.5,0.0,Late Add,NM
BSWN,Crisp Greens /Repped,National,40019,4,3,15,0.0,Placed,P-09,07/09/2026,14:12:28,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,RESTNFST,REST,HH,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Coastline Beverages,National,40020,15,151,30,0.0,Placed,P-04,04/20/2026,13:59:58,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Priya Ramachandran,ALCBEER,ALC_BEV,A18+,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40021,7,10,30,0.0,Placed,P-09,04/27/2026,13:34:30,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40021,7,6,30,0.0,Placed,P-09,04/27/2026,15:14:35,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Pacific Outdoor Outfitters,National,40022,9,141,30,0.0,Placed,P-09,08/31/2026,14:35:32,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Sarah Chen,RTSPORT,RETAIL,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40023,4,70,30,0.0,Placed,P-04,09/24/2026,21:58:30,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40021,6,35,30,0.0,Placed,P-19,06/03/2026,22:03:47,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40021,6,56,30,0.0,Placed,P-19,06/03/2026,19:02:32,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40024,7,9,30,0.0,Placed,P-09,04/27/2026,14:37:00,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Heritage Brewing Co.,National,40025,9,130,15,0.0,Placed,P-09,04/27/2026,14:37:45,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Heritage Brewing Co.,National,40025,9,198,15,0.0,Placed,P-04,06/03/2026,22:11:02,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Heritage Brewing Co.,National,40026,18,354,15,0.0,Placed,P-09,07/09/2026,14:19:57,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Heritage Brewing Co.,National,40026,18,135,15,0.0,Placed,P-09,04/27/2026,13:35:15,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40024,7,56,30,0.0,Placed,P-04,05/10/2026,19:27:19,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Heritage Auto Insurance,National,40027,6,23,30,0.0,Placed,P-09,04/27/2026,14:54:41,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Robert Vance,AUTOAFTE,AUTO,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Heritage Auto Insurance,National,40027,6,25,30,0.0,Placed,P-04,04/20/2026,12:28:42,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Robert Vance,AUTOAFTE,AUTO,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Stellar Auto /Repped,National,40028,3,45,30,0.0,Placed,P-09,09/06/2026,18:53:51,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,AUTOMALL,AUTO,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Stellar Auto /Repped,National,40028,3,28,30,0.0,Placed,P-09,08/31/2026,14:35:02,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,AUTOMALL,AUTO,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Chowtown Chicken /Repped,National,40029,3,69,15,0.0,Placed,P-09,08/31/2026,15:41:03,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,TristateMedia TristateMedia,RESTFAST,REST,HH,0.0,0,Sponsor,,0.5,0.0,Late Add,NM
BSWN,Zenith Mobile,National,40030,3,25,30,0.0,Placed,P-04,04/20/2026,14:00:28,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Olivia Marsh,TELECOM,ALL Product Codes,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Hillside Mutual,National,40031,4,35,30,0.0,Placed,P-04,04/27/2026,15:15:05,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Christopher Yates,FININSAU,FINANCE,A18-49,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Sapling Pediatrics,National,40032,5,80,30,0.0,Placed,P-09,08/31/2026,14:34:32,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Sapling Pediatrics,National,40032,5,74,30,0.0,Placed,P-09,08/31/2026,15:40:33,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Sunset Joren Dealers,National,40033,17,145,30,0.0,Placed,P-09,04/22/2026,19:58:57,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Foothill Auto Repair /Repped,National,40034,4,16,30,0.0,Placed,P-09,08/31/2026,15:34:42,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,RegionalSports RegionalSports,AUTOMALL,AUTO,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Foothill Auto Repair /Repped,National,40034,4,50,30,0.0,Placed,P-09,09/06/2026,18:54:51,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,RegionalSports RegionalSports,AUTOMALL,AUTO,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Goldfield Grill /Repped,National,40035,4,15,30,0.0,Placed,P-09,04/22/2026,19:59:27,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,NationalSpot NationalSpot,RESTNFST,REST,HH,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Northwind Snacks,National,40036,6,3,30,0.0,Placed,P-09,04/27/2026,14:26:23,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Christopher Yates,FOODBEV,GROFOBEV,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Northwind Snacks,National,40036,6,33,30,0.0,Placed,P-04,04/27/2026,15:15:35,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Christopher Yates,FOODBEV,GROFOBEV,A25-54,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Big Sky Sporting Goods,National,40037,5,75,30,0.0,Placed,P-09,08/31/2026,15:35:42,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,,,Various,Olivia Marsh,RTSPORT,RETAIL,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Crestmark Mutual,National,40038,1,37,30,0.0,Placed,P-04,09/24/2026,21:43:42,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,James O'Brien,FININSAU,FINANCE,A18-49,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Heritage Auto Insurance,National,40027,1,45,30,0.0,Placed,P-04,06/25/2026,17:49:11,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Robert Vance,AUTOAFTE,AUTO,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Heritage Auto Insurance,National,40027,1,56,30,0.0,Placed,P-04,09/24/2026,21:43:12,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Robert Vance,AUTOAFTE,AUTO,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Tradewind Wines,National,40039,4,77,30,0.0,Placed,P-04,08/11/2026,21:07:25,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Olivia Marsh,ALCLIQR,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Ironwood Life Insurance,National,40040,1,3,30,0.0,Placed,P-04,03/31/2026,20:50:17,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Marcus Davenport,FINHINS,FINANCE,A18+,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Tradewind Wines,National,40039,4,76,30,0.0,Placed,P-04,06/25/2026,18:03:32,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Olivia Marsh,ALCLIQR,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Coastline Dermatology,National,40041,1,1,15,1635.26,Placed,P-80,06/16/2026,20:01:17,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Olivia Marsh,HCMEDFAC,HLTHCARE,A18-49,0.0,0,General,,0.5,1266.05,Late Add,NM
BSWN,Coastline Dermatology,National,40042,2,15,30,0.0,Placed,P-04,06/25/2026,20:25:36,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Olivia Marsh,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Highland Allergy Clinic,National,40043,2,91,30,0.0,Placed,P-04,09/08/2026,11:04:45,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Highland Allergy Clinic,National,40043,2,92,30,0.0,Placed,P-04,09/08/2026,21:07:23,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Highland Allergy Clinic,National,40043,2,82,30,0.0,Placed,P-04,06/25/2026,17:48:41,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Coastline Auto Glass,National,40044,2,24,30,0.0,Placed,P-04,07/09/2026,14:20:12,Sentinels In Game,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game,,,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Late Add,NM
BSWN,Auto Plaza Mall,National,40045,1,1,30,1906.28,Placed,P-80,06/16/2026,19:22:22,Mid 1st,Sentinels --> Sentinels Regular Season --> Sentinel Game plus Floater --> Sentinels In Game --> Sentinels Inning Specific --> Post First Pitch --> Mid 1st,,,Various,Marcus Davenport,AUTOMALL,AUTO,A25-54,0.0,1178959,General,,1.0,1725.4,Late Add,NM
BSWN,Zenith Mobile,National,40046,8,13,30,0.0,Placed,P-09,10/02/2026,00:57:49,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Olivia Marsh,TELECOM,ALL Product Codes,A35-64,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Heritage Brewing Co.,National,40047,1,5,30,0.0,Placed,P-09,10/01/2026,23:17:29,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,6,30,0.0,Placed,P-09,10/01/2026,22:00:24,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,94,30,0.0,Placed,P-09,11/01/2026,23:01:30,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,12,30,0.0,Placed,P-09,10/02/2026,11:49:22,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,49,30,0.0,Placed,P-09,10/17/2026,21:31:21,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,50,30,0.0,Placed,P-09,10/17/2026,22:08:02,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,28,30,0.0,Placed,P-09,10/09/2026,19:25:07,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Heritage Brewing Co.,National,40047,1,29,30,0.0,Placed,P-09,10/09/2026,19:54:45,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,ALCBEER,ALC_BEV,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Tradewind Vacations,National,40048,1,15,30,0.0,Placed,P-09,10/17/2026,21:49:20,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Tyler Brennan,TLELODGE,TRAV_ENT,A25-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Coastline Beverages,National,40049,1,16,30,0.0,Placed,P-09,10/02/2026,22:15:07,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Priya Ramachandran,ALCBEER,ALC_BEV,A18+,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Pacific Tribal Gaming,National,40050,3,14,30,0.0,Placed,P-09,10/17/2026,21:56:59,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Naomi Foster,TLEONGAM,TRAV_ENT,A35-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Pacific Tribal Gaming,National,40050,3,4,30,0.0,Placed,P-09,10/09/2026,19:48:54,Sentinels Post Season,Sentinels --> Sentinels Post Season,,,various,Naomi Foster,TLEONGAM,TRAV_ENT,A35-54,0.0,0,General,,1.0,0.0,Late Add,BK
BSWN,Pacific Tribal Gaming,National,40050,1,1,30,3304.61,Placed,P-80,10/08/2026,17:28:07,PS-Sentinel Pregame,Sentinels --> Sentinels Post Season --> PS-Sentinel Pregame,,,various,Naomi Foster,TLEONGAM,TRAV_ENT,A35-54,0.78,0,General,1202.59,1.0,2839.76,Late Add,BK
BSWN,Sunset Joren Dealers,National,40051,10,2,30,0.0,Placed,P-80,09/30/2026,22:06:33,PS-Sentinels Postgame,Sentinels --> Sentinels Post Season --> PS-Sentinels Postgame,,,Various,Naomi Foster,AUTOJORN,AUTO,HH,0.0,0,General,,1.0,0.0,Late Add,NM
BSWN,Pacific Tribal Gaming,National,40052,1,1,30,6098.59,Placed,P-80,10/06/2026,18:37:16,PS-Sentinels Postgame,Sentinels --> Sentinels Post Season --> PS-Sentinels Postgame,,,Various,Naomi Foster,TLEONGAM,TRAV_ENT,A35-54,0.64,0,General,473.93,1.0,5913.1,Late Add,NM
BSWN,State Lottery /Repped,National,40053,1,2,15,980.39,Placed,P-40,03/25/2026,17:28:52,General Programming,General Programming,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,12:00 PM-12:00 XM,NationalSpot NationalSpot,TLELOTRY,TRAV_ENT,HH,0.0,0,Sponsor,,0.5,687.15,Normal,NM
BSWN,Crestline Trucks Direct,National,40054,2,6,30,0.0,Placed,P-09,03/24/2026,17:43:02,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Marcus Davenport,AUTOMALL,AUTO,A35+,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Crestline Trucks Direct,National,40054,2,7,30,0.0,Placed,P-09,03/24/2026,17:12:37,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Marcus Davenport,AUTOMALL,AUTO,A35+,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Crestline Trucks Direct,National,40054,2,9,30,0.0,Placed,P-09,03/25/2026,17:56:37,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Marcus Davenport,AUTOMALL,AUTO,A35+,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Crestline Trucks Direct,National,40054,2,10,30,0.0,Placed,P-09,03/25/2026,17:28:22,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Marcus Davenport,AUTOMALL,AUTO,A35+,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Crestline Trucks Direct,National,40054,2,13,30,0.0,Placed,P-09,03/25/2026,17:08:33,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Marcus Davenport,AUTOMALL,AUTO,A35+,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40000,23,44,30,0.0,Placed,P-09,03/25/2026,17:56:07,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40000,23,34,30,0.0,Placed,P-09,03/24/2026,17:57:10,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40000,23,36,30,0.0,Placed,P-09,03/24/2026,17:21:34,ST - SentinelSpringTraining,Sentinels --> ST - SentinelSpringTraining,ST - Sentinels Pregame,Sentinels --> ST - SentinelSpringTraining --> ST - Sentinels Pregame,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
